,Bill Number,Representative,Party,State,Vote,link,Full Name,Phone Number
4307,H. R. 8790,Yakym,Republican,Indiana,Yea,https://clerk.house.gov/Members/Y000067,Rudy Yakym III, (202) 225-3915
1687,H. R. 8790,Hageman,Republican,Wyoming,Yea,https://clerk.house.gov/Members/H001096,Harriet M. Hageman, (202) 225-2311
3267,H. R. 8790,Raskin,Democratic,Maryland,Nay,https://clerk.house.gov/Members/R000606,Jamie Raskin, (202) 225-5341
1717,H. R. 8790,Harshbarger,Republican,Tennessee,Yea,https://clerk.house.gov/Members/H001086,Diana Harshbarger, (202) 225-6356
227,H. R. 8790,Bera,Democratic,California,Yea,https://clerk.house.gov/Members/B001287,Ami Bera, (202) 225-5716
2107,H. R. 8790,Khanna,Democratic,California,Nay,https://clerk.house.gov/Members/K000389,Ro Khanna, (202) 225-2631
1917,H. R. 8790,Jackson (TX),Republican,Texas,Yea,https://clerk.house.gov/Members/J000304,Ronny Jackson, (202) 225-3706
2017,H. R. 8790,Joyce (PA),Republican,Pennsylvania,Yea,https://clerk.house.gov/Members/J000302,John Joyce, (202) 225-2431
3907,H. R. 8790,Thompson (PA),Republican,Pennsylvania,Yea,https://clerk.house.gov/Members/T000467,Glenn Thompson, (202) 225-5121
3127,H. R. 8790,Pence,Republican,Indiana,Yea,https://clerk.house.gov/Members/P000615,Greg Pence, (202) 225-3021
2217,H. R. 8790,LaLota,Republican,New York,Yea,https://clerk.house.gov/Members/L000598,Nick LaLota, (202) 225-3826
4027,H. R. 8790,Underwood,Democratic,Illinois,Nay,https://clerk.house.gov/Members/U000040,Lauren Underwood, (202) 225-2976
2167,H. R. 8790,Kim (NJ),Democratic,New Jersey,Nay,https://clerk.house.gov/Members/K000394,Andy Kim, (202) 225-4765
997,H. R. 8790,DeLauro,Democratic,Connecticut,Nay,https://clerk.house.gov/Members/D000216,Rosa L. DeLauro, (202) 225-3661
2897,H. R. 8790,Mullin,Democratic,California,Yea,https://clerk.house.gov/Members/M001225,Kevin Mullin, (202) 225-3531
3887,H. R. 8790,Thompson (CA),Democratic,California,Yea,https://clerk.house.gov/Members/T000460,Mike Thompson, (202) 225-3311
87,H. R. 8790,Armstrong,Republican,North Dakota,Yea,https://clerk.house.gov/Members/A000377,Kelly Armstrong, (202) 225-2611
2547,H. R. 8790,Massie,Republican,Kentucky,Yea,https://clerk.house.gov/Members/M001184,Thomas Massie, (202) 225-3465
3117,H. R. 8790,Peltola,Democratic,Alaska,Yea,https://clerk.house.gov/Members/P000619,Mary Sattler Peltola, (202) 225-5765
3807,H. R. 8790,Strickland,Democratic,Washington,Nay,https://clerk.house.gov/Members/S001159,Marilyn Strickland, (202) 225-9740
2557,H. R. 8790,Mast,Republican,Florida,Yea,https://clerk.house.gov/Members/M001199,Brian J. Mast, (202) 225-3026
1467,H. R. 8790,"Garcia, Robert",Democratic,California,Nay,https://clerk.house.gov/Members/G000598,Robert Garcia, (202) 225-7924
4217,H. R. 8790,Wexton,Democratic,Virginia,Not Voting,https://clerk.house.gov/Members/W000825,Jennifer Wexton, (202) 225-5136
1007,H. R. 8790,DelBene,Democratic,Washington,Nay,https://clerk.house.gov/Members/D000617,Suzan K. DelBene, (202) 225-6311
3107,H. R. 8790,Pelosi,Democratic,California,Yea,https://clerk.house.gov/Members/P000197,Nancy Pelosi, (202) 225-4965
37,H. R. 8790,Alford,Republican,Missouri,Yea,https://clerk.house.gov/Members/A000379,Mark Alford, (202) 225-2876
1097,H. R. 8790,Duncan,Republican,South Carolina,Yea,https://clerk.house.gov/Members/D000615,Jeff Duncan, (202) 225-5301
2937,H. R. 8790,Neal,Democratic,Massachusetts,Nay,https://clerk.house.gov/Members/N000015,Richard E. Neal, (202) 225-5601
1177,H. R. 8790,Estes,Republican,Kansas,Yea,https://clerk.house.gov/Members/E000298,Ron Estes, (202) 225-6216
1017,H. R. 8790,Deluzio,Democratic,Pennsylvania,Nay,https://clerk.house.gov/Members/D000530,Christopher R. Deluzio, (202) 225-2301
3097,H. R. 8790,Pappas,Democratic,New Hampshire,Yea,https://clerk.house.gov/Members/P000614,Chris Pappas, (202) 225-5456
427,H. R. 8790,Budzinski,Democratic,Illinois,Yea,https://clerk.house.gov/Members/B001315,Nikki Budzinski, (202) 225-2371
2907,H. R. 8790,Murphy,Republican,North Carolina,Yea,https://clerk.house.gov/Members/M001210,Gregory F. Murphy, (202) 225-3415
1477,H. R. 8790,Gimenez,Republican,Florida,Yea,https://clerk.house.gov/Members/G000593,Carlos A. Gimenez, (202) 225-2778
1187,H. R. 8790,Evans,Democratic,Pennsylvania,Not Voting,https://clerk.house.gov/Members/E000296,Dwight Evans, (202) 225-4001
2227,H. R. 8790,LaMalfa,Republican,California,Yea,https://clerk.house.gov/Members/L000578,Doug LaMalfa, (202) 225-3076
957,H. R. 8790,Davis (NC),Democratic,North Carolina,Yea,https://clerk.house.gov/Members/D000230,Donald G. Davis, (202) 225-3101
1197,H. R. 8790,Ezell,Republican,Mississippi,Yea,https://clerk.house.gov/Members/E000235,Mike Ezell, (202) 225-5772
3167,H. R. 8790,Pettersen,Democratic,Colorado,Yea,https://clerk.house.gov/Members/P000620,Brittany Pettersen, (202) 225-2645
1797,H. R. 8790,Houchin,Republican,Indiana,Yea,https://clerk.house.gov/Members/H001093,Erin Houchin, (202) 225-5315
447,H. R. 8790,Burgess,Republican,Texas,Yea,https://clerk.house.gov/Members/B001248,Michael C. Burgess, (202) 225-7772
97,H. R. 8790,Arrington,Republican,Texas,Yea,https://clerk.house.gov/Members/A000375,Jodey C. Arrington, (202) 225-4005
1487,H. R. 8790,Golden (ME),Democratic,Maine,Yea,https://clerk.house.gov/Members/G000592,Jared F. Golden, (202) 225-6306
967,H. R. 8790,De La Cruz,Republican,Texas,Yea,https://clerk.house.gov/Members/D000594,Monica De La Cruz, (202) 225-9901
3157,H. R. 8790,Peters,Democratic,California,Yea,https://clerk.house.gov/Members/P000608,Scott H. Peters, (202) 225-0508
2887,H. R. 8790,Mrvan,Democratic,Indiana,Yea,https://clerk.house.gov/Members/M001214,Frank J. Mrvan, (202) 225-2461
3787,H. R. 8790,Steube,Republican,Florida,Yea,https://clerk.house.gov/Members/S001214,W. Gregory Steube, (202) 225-5792
987,H. R. 8790,DeGette,Democratic,Colorado,Nay,https://clerk.house.gov/Members/D000197,Diana DeGette, (202) 225-4431
2537,H. R. 8790,Manning,Democratic,North Carolina,Yea,https://clerk.house.gov/Members/M001135,Kathy E. Manning, (202) 225-3065
267,H. R. 8790,Biggs,Republican,Arizona,Yea,https://clerk.house.gov/Members/B001302,Andy Biggs, (202) 225-2635
4277,H. R. 8790,Wilson (SC),Republican,South Carolina,Yea,https://clerk.house.gov/Members/W000795,Joe Wilson, (202) 225-2452
3147,H. R. 8790,Perry,Republican,Pennsylvania,Yea,https://clerk.house.gov/Members/P000605,Scott Perry, (202) 225-5836
977,H. R. 8790,Dean (PA),Democratic,Pennsylvania,Nay,https://clerk.house.gov/Members/D000631,Madeleine Dean, (202) 225-4731
1747,H. R. 8790,Higgins (LA),Republican,Louisiana,Yea,https://clerk.house.gov/Members/H001077,Clay Higgins, (202) 225-2031
4207,H. R. 8790,Westerman,Republican,Arkansas,Yea,https://clerk.house.gov/Members/W000821,Bruce Westerman, (202) 225-3772
1377,H. R. 8790,Fry,Republican,South Carolina,Yea,https://clerk.house.gov/Members/F000478,Russell Fry, (202) 225-9895
877,H. R. 8790,Crockett,Democratic,Texas,Nay,https://clerk.house.gov/Members/C001130,Jasmine Crockett, (202) 225-8885
4247,H. R. 8790,Williams (NY),Republican,New York,Yea,https://clerk.house.gov/Members/W000828,Brandon Williams, (202) 225-3701
437,H. R. 8790,Burchett,Republican,Tennessee,Yea,https://clerk.house.gov/Members/B001309,Tim Burchett, (202) 225-5435
3137,H. R. 8790,Perez,Democratic,Washington,Yea,https://clerk.house.gov/Members/G000600,Marie Gluesenkamp Perez, (202) 225-3536
3797,H. R. 8790,Stevens,Democratic,Michigan,Nay,https://clerk.house.gov/Members/S001215,Haley M. Stevens, (202) 225-8171
2667,H. R. 8790,McHenry,Republican,North Carolina,Yea,https://clerk.house.gov/Members/M001156,Patrick T. McHenry, (202) 225-2576
2527,H. R. 8790,Mann,Republican,Kansas,Yea,https://clerk.house.gov/Members/M000871,Tracey Mann, (202) 225-2715
347,H. R. 8790,Bost,Republican,Illinois,Yea,https://clerk.house.gov/Members/B001295,Mike Bost, (202) 225-5661
1987,H. R. 8790,Johnson (SD),Republican,South Dakota,Yea,https://clerk.house.gov/Members/J000301,Dusty Johnson, (202) 225-2801
3837,H. R. 8790,Swalwell,Democratic,California,Nay,https://clerk.house.gov/Members/S001193,Eric Swalwell, (202) 225-5065
2587,H. R. 8790,McCaul,Republican,Texas,Yea,https://clerk.house.gov/Members/M001157,Michael T. McCaul, (202) 225-2401
1927,H. R. 8790,Jacobs,Democratic,California,Nay,https://clerk.house.gov/Members/J000305,Sara Jacobs, (202) 225-2040
1057,H. R. 8790,Dingell,Democratic,Michigan,Nay,https://clerk.house.gov/Members/D000624,Debbie Dingell, (202) 225-4071
387,H. R. 8790,Brown,Democratic,Ohio,Nay,https://clerk.house.gov/Members/B001313,Shontel M. Brown, (202) 225-7032
3047,H. R. 8790,Omar,Democratic,Minnesota,Nay,https://clerk.house.gov/Members/O000173,Ilhan Omar, (202) 225-4755
1087,H. R. 8790,Duarte,Republican,California,Yea,https://clerk.house.gov/Members/D000633,John S. Duarte, (202) 225-1947
4017,H. R. 8790,Turner,Republican,Ohio,Yea,https://clerk.house.gov/Members/T000463,Michael R. Turner, (202) 225-6465
1767,H. R. 8790,Himes,Democratic,Connecticut,Yea,https://clerk.house.gov/Members/H001047,James A. Himes, (202) 225-5541
4267,H. R. 8790,Wilson (FL),Democratic,Florida,Nay,https://clerk.house.gov/Members/W000808,Frederica S. Wilson, (202) 225-4506
4237,H. R. 8790,Williams (GA),Democratic,Georgia,Nay,https://clerk.house.gov/Members/W000788,Nikema Williams, (202) 225-3801
397,H. R. 8790,Brownley,Democratic,California,Nay,https://clerk.house.gov/Members/B001285,Julia Brownley, (202) 225-5811
1427,H. R. 8790,Garbarino,Republican,New York,Yea,https://clerk.house.gov/Members/G000597,Andrew R. Garbarino, (202) 225-7896
1067,H. R. 8790,Doggett,Democratic,Texas,Nay,https://clerk.house.gov/Members/D000399,Lloyd Doggett, (202) 225-4865
1437,H. R. 8790,García (IL),Democratic,Illinois,Nay,https://clerk.house.gov/Members/G000586,"Jesús G. ""Chuy"" García", (202) 225-8203
67,H. R. 8790,Amo,Democratic,Rhode Island,Nay,https://clerk.house.gov/Members/A000380,Gabe Amo, (202) 225-4911
2197,H. R. 8790,Kustoff,Republican,Tennessee,Yea,https://clerk.house.gov/Members/K000392,David Kustoff, (202) 225-4714
2597,H. R. 8790,McClain,Republican,Michigan,Yea,https://clerk.house.gov/Members/M001136,Lisa C. McClain, (202) 225-2106
3847,H. R. 8790,Sykes,Democratic,Ohio,Nay,https://clerk.house.gov/Members/S001223,Emilia Strong Sykes, (202) 225-6265
2927,H. R. 8790,Napolitano,Democratic,California,Nay,https://clerk.house.gov/Members/N000179,Grace F. Napolitano, (202) 225-5256
3027,H. R. 8790,Ocasio-Cortez,Democratic,New York,Nay,https://clerk.house.gov/Members/O000172,Alexandria Ocasio-Cortez, (202) 225-3965
1077,H. R. 8790,Donalds,Republican,Florida,Yea,https://clerk.house.gov/Members/D000032,Byron Donalds, (202) 225-2536
2647,H. R. 8790,McGarvey,Democratic,Kentucky,Nay,https://clerk.house.gov/Members/M001220,Morgan McGarvey, (202) 225-5401
1157,H. R. 8790,Eshoo,Democratic,California,Yea,https://clerk.house.gov/Members/E000215,Anna G. Eshoo, (202) 225-8104
1837,H. R. 8790,Hudson,Republican,North Carolina,Yea,https://clerk.house.gov/Members/H001067,Richard Hudson, (202) 225-3715
1787,H. R. 8790,Horsford,Democratic,Nevada,Nay,https://clerk.house.gov/Members/H001066,Steven Horsford, (202) 225-9894
3037,H. R. 8790,Ogles,Republican,Tennessee,Yea,https://clerk.house.gov/Members/O000175,Andrew Ogles, (202) 225-4311
2657,H. R. 8790,McGovern,Democratic,Massachusetts,Nay,https://clerk.house.gov/Members/M000312,James P. McGovern, (202) 225-6101
2607,H. R. 8790,McClellan,Democratic,Virginia,Nay,https://clerk.house.gov/Members/M001227,Jennifer L. McClellan, (202) 225-6365
2007,H. R. 8790,Joyce (OH),Republican,Ohio,Yea,https://clerk.house.gov/Members/J000295,David P. Joyce, (202) 225-5731
2567,H. R. 8790,Matsui,Democratic,California,Nay,https://clerk.house.gov/Members/M001163,Doris O. Matsui, (202) 225-7163
3817,H. R. 8790,Strong,Republican,Alabama,Yea,https://clerk.house.gov/Members/S001220,Dale W. Strong, (202) 225-4801
1457,H. R. 8790,"Garcia, Mike",Republican,California,Yea,https://clerk.house.gov/Members/G000061,Mike Garcia, (202) 225-1956
417,H. R. 8790,Bucshon,Republican,Indiana,Yea,https://clerk.house.gov/Members/B001275,Larry Bucshon, (202) 225-4636
3087,H. R. 8790,Panetta,Democratic,California,Yea,https://clerk.house.gov/Members/P000613,Jimmy Panetta, (202) 225-2861
1027,H. R. 8790,DeSaulnier,Democratic,California,Nay,https://clerk.house.gov/Members/D000623,Mark DeSaulnier, (202) 225-2095
247,H. R. 8790,Beyer,Democratic,Virginia,Nay,https://clerk.house.gov/Members/B001292,"Donald S. Beyer, Jr.", (202) 225-4376
1397,H. R. 8790,Gaetz,Republican,Florida,Yea,https://clerk.house.gov/Members/G000578,Matt Gaetz, (202) 225-4136
3007,H. R. 8790,Nunn (IA),Republican,Iowa,Yea,https://clerk.house.gov/Members/N000193,Zachary Nunn, (202) 225-5476
77,H. R. 8790,Amodei,Republican,Nevada,Yea,https://clerk.house.gov/Members/A000369,Mark E. Amodei, (202) 225-6155
1757,H. R. 8790,Hill,Republican,Arkansas,Yea,https://clerk.house.gov/Members/H001072,J. French Hill, (202) 225-2506
1387,H. R. 8790,Fulcher,Republican,Idaho,Yea,https://clerk.house.gov/Members/F000469,Russ Fulcher, (202) 225-6611
3057,H. R. 8790,Owens,Republican,Utah,Yea,https://clerk.house.gov/Members/O000086,Burgess Owens, (202) 225-3011
3077,H. R. 8790,Palmer,Republican,Alabama,Yea,https://clerk.house.gov/Members/P000609,Gary J. Palmer, (202) 225-4921
1037,H. R. 8790,DesJarlais,Republican,Tennessee,Not Voting,https://clerk.house.gov/Members/D000616,Scott DesJarlais, (202) 225-6831
3827,H. R. 8790,Suozzi,Democratic,New York,Yea,https://clerk.house.gov/Members/S001201,Thomas R. Suozzi, (202) 225-3335
3857,H. R. 8790,Takano,Democratic,California,Nay,https://clerk.house.gov/Members/T000472,Mark Takano, (202) 225-2305
2577,H. R. 8790,McBath,Democratic,Georgia,Nay,https://clerk.house.gov/Members/M001208,Lucy McBath, (202) 225-4501
4227,H. R. 8790,Wild,Democratic,Pennsylvania,Nay,https://clerk.house.gov/Members/W000826,Susan Wild, (202) 225-6411
3067,H. R. 8790,Pallone,Democratic,New Jersey,Nay,https://clerk.house.gov/Members/P000034,"Frank Pallone, Jr.", (202) 225-4671
407,H. R. 8790,Buchanan,Republican,Florida,Yea,https://clerk.house.gov/Members/B001260,Vern Buchanan, (202) 225-5015
2917,H. R. 8790,Nadler,Democratic,New York,Nay,https://clerk.house.gov/Members/N000002,Jerrold Nadler, (202) 225-5635
1047,H. R. 8790,Diaz-Balart,Republican,Florida,Yea,https://clerk.house.gov/Members/D000600,Mario Diaz-Balart, (202) 225-4211
1167,H. R. 8790,Espaillat,Democratic,New York,Nay,https://clerk.house.gov/Members/E000297,Adriano Espaillat, (202) 225-4365
3897,H. R. 8790,Thompson (MS),Democratic,Mississippi,Yea,https://clerk.house.gov/Members/T000193,Bennie G. Thompson, (202) 225-5876
1447,H. R. 8790,Garcia (TX),Democratic,Texas,Nay,https://clerk.house.gov/Members/G000587,Sylvia R. Garcia, (202) 225-1688
2207,H. R. 8790,LaHood,Republican,Illinois,Yea,https://clerk.house.gov/Members/L000585,Darin LaHood, (202) 225-6201
337,H. R. 8790,Bonamici,Democratic,Oregon,Nay,https://clerk.house.gov/Members/B001278,Suzanne Bonamici, (202) 225-0855
1137,H. R. 8790,Emmer,Republican,Minnesota,Yea,https://clerk.house.gov/Members/E000294,Tom Emmer, (202) 225-2331
1847,H. R. 8790,Huffman,Democratic,California,Nay,https://clerk.house.gov/Members/H001068,Jared Huffman, (202) 225-5161
2237,H. R. 8790,Lamborn,Republican,Colorado,Yea,https://clerk.house.gov/Members/L000564,Doug Lamborn, (202) 225-4422
1907,H. R. 8790,Jackson (NC),Democratic,North Carolina,Yea,https://clerk.house.gov/Members/J000308,Jeff Jackson, (202) 225-5634
107,H. R. 8790,Auchincloss,Democratic,Massachusetts,Yea,https://clerk.house.gov/Members/A000148,Jake Auchincloss, (202) 225-5931
3247,H. R. 8790,Quigley,Democratic,Illinois,Nay,https://clerk.house.gov/Members/Q000023,Mike Quigley, (202) 225-4061
2507,H. R. 8790,Malliotakis,Republican,New York,Yea,https://clerk.house.gov/Members/M000317,Nicole Malliotakis, (202) 225-3371
1507,H. R. 8790,Gomez,Democratic,California,Nay,https://clerk.house.gov/Members/G000585,Jimmy Gomez, (202) 225-6235
477,H. R. 8790,Calvert,Republican,California,Yea,https://clerk.house.gov/Members/C000059,Ken Calvert, (202) 225-1986
2027,H. R. 8790,Kamlager-Dove,Democratic,California,Nay,https://clerk.house.gov/Members/K000400,Sydney Kamlager-Dove, (202) 225-7084
3747,H. R. 8790,Stauber,Republican,Minnesota,Yea,https://clerk.house.gov/Members/S001212,Pete Stauber, (202) 225-6211
3207,H. R. 8790,Pocan,Democratic,Wisconsin,Nay,https://clerk.house.gov/Members/P000607,Mark Pocan, (202) 225-2906
117,H. R. 8790,Babin,Republican,Texas,Yea,https://clerk.house.gov/Members/B001291,Brian Babin, (202) 225-1555
4287,H. R. 8790,Wittman,Republican,Virginia,Yea,https://clerk.house.gov/Members/W000804,Robert J. Wittman, (202) 225-4261
3767,H. R. 8790,Stefanik,Republican,New York,Yea,https://clerk.house.gov/Members/S001196,Elise M. Stefanik, (202) 225-4611
1727,H. R. 8790,Hayes,Democratic,Connecticut,Nay,https://clerk.house.gov/Members/H001081,Jahana Hayes, (202) 225-4476
57,H. R. 8790,Allred,Democratic,Texas,Yea,https://clerk.house.gov/Members/A000376,Colin Z. Allred, (202) 225-2231
457,H. R. 8790,Burlison,Republican,Missouri,Yea,https://clerk.house.gov/Members/B001316,Eric Burlison, (202) 225-6536
47,H. R. 8790,Allen,Republican,Georgia,Yea,https://clerk.house.gov/Members/A000372,Rick W. Allen, (202) 225-2823
4037,H. R. 8790,Valadao,Republican,California,Yea,https://clerk.house.gov/Members/V000129,David G. Valadao, (202) 225-4695
927,H. R. 8790,Davids (KS),Democratic,Kansas,Yea,https://clerk.house.gov/Members/D000629,Sharice Davids, (202) 225-2865
1207,H. R. 8790,Fallon,Republican,Texas,Yea,https://clerk.house.gov/Members/F000246,Pat Fallon, (202) 225-6673
3217,H. R. 8790,Porter,Democratic,California,Nay,https://clerk.house.gov/Members/P000618,Katie Porter, (202) 225-5611
897,H. R. 8790,Cuellar,Democratic,Texas,Yea,https://clerk.house.gov/Members/C001063,Henry Cuellar, (202) 225-1640
3757,H. R. 8790,Steel,Republican,California,Yea,https://clerk.house.gov/Members/S001135,Michelle Steel, (202) 225-2415
2497,H. R. 8790,Magaziner,Democratic,Rhode Island,Nay,https://clerk.house.gov/Members/M001223,Seth Magaziner, (202) 225-2735
2187,H. R. 8790,Kuster,Democratic,New Hampshire,Yea,https://clerk.house.gov/Members/K000382,Ann M. Kuster, (202) 225-5206
907,H. R. 8790,Curtis,Republican,Utah,Yea,https://clerk.house.gov/Members/C001114,John R. Curtis, (202) 225-7751
467,H. R. 8790,Bush,Democratic,Missouri,Nay,https://clerk.house.gov/Members/B001224,Cori Bush, (202) 225-2406
3227,H. R. 8790,Posey,Republican,Florida,Yea,https://clerk.house.gov/Members/P000599,Bill Posey, (202) 225-3671
27,H. R. 8790,Aguilar,Democratic,California,Yea,https://clerk.house.gov/Members/A000371,Pete Aguilar, (202) 225-3201
3237,H. R. 8790,Pressley,Democratic,Massachusetts,Nay,https://clerk.house.gov/Members/P000617,Ayanna Pressley, (202) 225-5111
2617,H. R. 8790,McClintock,Republican,California,Yea,https://clerk.house.gov/Members/M001177,Tom McClintock, (202) 225-2511
1367,H. R. 8790,Frost,Democratic,Florida,Not Voting,https://clerk.house.gov/Members/F000476,Maxwell Frost, (202) 225-2176
3997,H. R. 8790,Trahan,Democratic,Massachusetts,Nay,https://clerk.house.gov/Members/T000482,Lori Trahan, (202) 225-3411
2157,H. R. 8790,Kim (CA),Republican,California,Yea,https://clerk.house.gov/Members/K000397,Young Kim, (202) 225-4111
1217,H. R. 8790,Feenstra,Republican,Iowa,Yea,https://clerk.house.gov/Members/F000446,Randy Feenstra, (202) 225-4426
2867,H. R. 8790,Moskowitz,Democratic,Florida,Nay,https://clerk.house.gov/Members/M001217,Jared Moskowitz, (202) 225-3001
4187,H. R. 8790,Webster (FL),Republican,Florida,Yea,https://clerk.house.gov/Members/W000806,Daniel Webster, (202) 225-1002
2857,H. R. 8790,Morelle,Democratic,New York,Nay,https://clerk.house.gov/Members/M001206,Joseph D. Morelle, (202) 225-3615
2677,H. R. 8790,McIver,Democratic,New Jersey,Nay,https://clerk.house.gov/Members/M001229,LaMonica McIver, (202) 225-3436
1107,H. R. 8790,Dunn (FL),Republican,Florida,Yea,https://clerk.house.gov/Members/D000628,Neal P. Dunn, (202) 225-5235
917,H. R. 8790,D'Esposito,Republican,New York,Yea,https://clerk.house.gov/Members/D000632,Anthony D'Esposito, (202) 225-5516
3197,H. R. 8790,Pingree,Democratic,Maine,Nay,https://clerk.house.gov/Members/P000597,Chellie Pingree, (202) 225-6116
1737,H. R. 8790,Hern,Republican,Oklahoma,Yea,https://clerk.house.gov/Members/H001082,Kevin Hern, (202) 225-2211
1517,H. R. 8790,"Gonzales, Tony",Republican,Texas,Yea,https://clerk.house.gov/Members/G000594,Tony Gonzales, (202) 225-4511
2487,H. R. 8790,Mace,Republican,South Carolina,Yea,https://clerk.house.gov/Members/M000194,Nancy Mace, (202) 225-3176
947,H. R. 8790,Davis (IL),Democratic,Illinois,Nay,https://clerk.house.gov/Members/D000096,Danny K. Davis, (202) 225-5006
1417,H. R. 8790,Garamendi,Democratic,California,Yea,https://clerk.house.gov/Members/G000559,John Garamendi, (202) 225-1880
3917,H. R. 8790,Tiffany,Republican,Wisconsin,Yea,https://clerk.house.gov/Members/T000165,Thomas P. Tiffany, (202) 225-3365
4177,H. R. 8790,Weber (TX),Republican,Texas,Yea,https://clerk.house.gov/Members/W000814,"Randy K. Weber, Sr.", (202) 225-2831
1527,H. R. 8790,"Gonzalez, V.",Democratic,Texas,Yea,https://clerk.house.gov/Members/G000581,Vicente Gonzalez, (202) 225-2531
3927,H. R. 8790,Timmons,Republican,South Carolina,Yea,https://clerk.house.gov/Members/T000480,William R. Timmons IV, (202) 225-6030
1947,H. R. 8790,Jayapal,Democratic,Washington,Nay,https://clerk.house.gov/Members/J000298,Pramila Jayapal, (202) 225-3106
1497,H. R. 8790,Goldman (NY),Democratic,New York,Nay,https://clerk.house.gov/Members/G000599,Daniel S. Goldman, (202) 225-7944
2877,H. R. 8790,Moulton,Democratic,Massachusetts,Nay,https://clerk.house.gov/Members/M001196,Seth Moulton, (202) 225-8020
3187,H. R. 8790,Phillips,Democratic,Minnesota,Nay,https://clerk.house.gov/Members/P000616,Dean Phillips, (202) 225-2871
327,H. R. 8790,Boebert,Republican,Colorado,Yea,https://clerk.house.gov/Members/B000825,Lauren Boebert, (202) 225-4761
4197,H. R. 8790,Wenstrup,Republican,Ohio,Yea,https://clerk.house.gov/Members/W000815,Brad R. Wenstrup, (202) 225-3164
3777,H. R. 8790,Steil,Republican,Wisconsin,Yea,https://clerk.house.gov/Members/S001213,Bryan Steil, (202) 225-3031
3257,H. R. 8790,Ramirez,Democratic,Illinois,Nay,https://clerk.house.gov/Members/R000617,Delia C. Ramirez, (202) 225-5701
2987,H. R. 8790,Norcross,Democratic,New Jersey,Nay,https://clerk.house.gov/Members/N000188,Donald Norcross, (202) 225-6501
2997,H. R. 8790,Norman,Republican,South Carolina,Yea,https://clerk.house.gov/Members/N000190,Ralph Norman, (202) 225-5501
2247,H. R. 8790,Landsman,Democratic,Ohio,Nay,https://clerk.house.gov/Members/L000601,Greg Landsman, (202) 225-2216
237,H. R. 8790,Bergman,Republican,Michigan,Yea,https://clerk.house.gov/Members/B001301,Jack Bergman, (202) 225-4735
2517,H. R. 8790,Maloy,Republican,Utah,Yea,https://clerk.house.gov/Members/M001228,Celeste Maloy, (202) 225-9730
887,H. R. 8790,Crow,Democratic,Colorado,Nay,https://clerk.house.gov/Members/C001121,Jason Crow, (202) 225-7882
3177,H. R. 8790,Pfluger,Republican,Texas,Yea,https://clerk.house.gov/Members/P000048,August Pfluger, (202) 225-3605
937,H. R. 8790,Davidson,Republican,Ohio,Yea,https://clerk.house.gov/Members/D000626,Warren Davidson, (202) 225-6205
3735,H. R. 9747,Stanton,Democratic,Arizona,Yea,https://clerk.house.gov/Members/S001211,Greg Stanton, (202) 225-9888
1665,H. R. 9747,Guest,Republican,Mississippi,Nay,https://clerk.house.gov/Members/G000591,Michael Guest, (202) 225-5031
3935,H. R. 9747,Titus,Democratic,Nevada,Yea,https://clerk.house.gov/Members/T000468,Dina Titus, (202) 225-5965
3595,H. R. 9747,Sherman,Democratic,California,Yea,https://clerk.house.gov/Members/S000344,Brad Sherman, (202) 225-5911
2175,H. R. 9747,Krishnamoorthi,Democratic,Illinois,Yea,https://clerk.house.gov/Members/K000391,Raja Krishnamoorthi, (202) 225-3711
2125,H. R. 9747,Kildee,Democratic,Michigan,Yea,https://clerk.house.gov/Members/K000380,Daniel T. Kildee, (202) 225-3611
1675,H. R. 9747,Guthrie,Republican,Kentucky,Yea,https://clerk.house.gov/Members/G000558,Brett Guthrie, (202) 225-3501
2245,H. R. 9747,Landsman,Democratic,Ohio,Yea,https://clerk.house.gov/Members/L000601,Greg Landsman, (202) 225-2216
3855,H. R. 9747,Takano,Democratic,California,Yea,https://clerk.house.gov/Members/T000472,Mark Takano, (202) 225-2305
1715,H. R. 9747,Harshbarger,Republican,Tennessee,Yea,https://clerk.house.gov/Members/H001086,Diana Harshbarger, (202) 225-6356
325,H. R. 9747,Boebert,Republican,Colorado,Nay,https://clerk.house.gov/Members/B000825,Lauren Boebert, (202) 225-4761
385,H. R. 9747,Brown,Democratic,Ohio,Yea,https://clerk.house.gov/Members/B001313,Shontel M. Brown, (202) 225-7032
2205,H. R. 9747,LaHood,Republican,Illinois,Nay,https://clerk.house.gov/Members/L000585,Darin LaHood, (202) 225-6201
4085,H. R. 9747,Vasquez,Democratic,New Mexico,Yea,https://clerk.house.gov/Members/V000136,Gabe Vasquez, (202) 225-2365
3965,H. R. 9747,Tonko,Democratic,New York,Yea,https://clerk.house.gov/Members/T000469,Paul Tonko, (202) 225-5076
1785,H. R. 9747,Horsford,Democratic,Nevada,Yea,https://clerk.house.gov/Members/H001066,Steven Horsford, (202) 225-9894
3625,H. R. 9747,Slotkin,Democratic,Michigan,Yea,https://clerk.house.gov/Members/S001208,Elissa Slotkin, (202) 225-4872
485,H. R. 9747,Cammack,Republican,Florida,Nay,https://clerk.house.gov/Members/C001039,Kat Cammack, (202) 225-5744
605,H. R. 9747,Case,Democratic,Hawaii,Yea,https://clerk.house.gov/Members/C001055,Ed Case, (202) 225-2726
2305,H. R. 9747,Lawler,Republican,New York,Yea,https://clerk.house.gov/Members/L000599,Michael Lawler, (202) 225-6506
